Tags,Source,Info #,Material group,Material type,Manufacturer,Core (or Grain) size (nm),Hydrodynamic size (nm),Size distribution,Surface charge (mV),Surface Area (m^2/g),Shape,Assay method,Cell line (or type),Cell line species,IC origin,Exposure time,Dose (ug/ml),Toxicity value (%)
,article,24790438,Carbon,MWCNT,Showa Denko,15,,,,,,Alamar Blue,MESO-1,Human,Mesothelium,,1,98.582
,article,24790438,Carbon,MWCNT,Showa Denko,15,,,,,,Alamar Blue,MESO-1,Human,Mesothelium,,10,93.317
,article,24790438,Carbon,MWCNT,Showa Denko,15,,,,,,Alamar Blue,MESO-1,Human,Mesothelium,,50,93.966
,article,24790438,Carbon,MWCNT,Showa Denko,15,,,,,,Alamar Blue,MESO-1,Human,Mesothelium,24 h,0,99.988
,article,24790438,Carbon,MWCNT,Showa Denko,15,,,,,,Alamar Blue,MESO-1,Human,Mesothelium,24 h,1,87.981
,article,24790438,Carbon,MWCNT,Showa Denko,15,,,,,,Alamar Blue,MESO-1,Human,Mesothelium,24 h,10,93.75
,article,24790438,Carbon,MWCNT,Showa Denko,15,,,,,,Alamar Blue,MESO-1,Human,Mesothelium,24 h,50,76.058
,article,24790438,Carbon,MWCNT,Showa Denko,15,,,,,,Alamar Blue,MESO-1,Human,Mesothelium,24 h,0,99.923
,article,24790438,Carbon,MWCNT,Showa Denko,15,,,,,,Alamar Blue,MESO-1,Human,Mesothelium,24 h,1,92.635
,article,24790438,Carbon,MWCNT,Showa Denko,15,,,,,,Alamar Blue,MESO-1,Human,Mesothelium,24 h,10,89.079
,article,24790438,Carbon,MWCNT,Showa Denko,15,,,,,,Alamar Blue,MESO-1,Human,Mesothelium,24 h,50,20.903
,article,24790438,Carbon,MWCNT,Showa Denko,15,,,,,,Alamar Blue,MESO-1,Human,Mesothelium,24 h,0,99.923
,article,24790438,Carbon,MWCNT,Showa Denko,15,,,,,,Alamar Blue,MESO-1,Human,Mesothelium,24 h,1,97.978
,article,24790438,Carbon,MWCNT,Showa Denko,15,,,,,,Alamar Blue,MESO-1,Human,Mesothelium,24 h,10,89.097
,article,24790438,Carbon,MWCNT,Showa Denko,15,,,,,,Alamar Blue,MESO-1,Human,Mesothelium,24 h,50,66.282
,article,24790438,Carbon,MWCNT,Showa Denko,15,,,,,,Alamar blue,MESO-1,Human,Mesothelium,24 h,0,99.923
,article,24790438,Carbon,MWCNT,Showa Denko,15,,,,,,Alamar blue,MESO-1,Human,Mesothelium,24 h,1,95.451
,article,24790438,Carbon,MWCNT,Showa Denko,15,,,,,,Alamar blue,MESO-1,Human,Mesothelium,24 h,10,92.166
,article,24790438,Carbon,MWCNT,Showa Denko,15,,,,,,Alamar blue,MESO-1,Human,Mesothelium,24 h,50,70.018
,article,24790438,Carbon,MWCNT,Showa Denko,15,,,,,,Alamar blue,BEAS-2B,Human,Lung,24 h,0,99.82
,article,24790438,Carbon,MWCNT,Showa Denko,15,,,,,,Alamar blue,BEAS-2B,Human,Lung,24 h,1,88.054
,article,24790438,Carbon,MWCNT,Showa Denko,15,,,,,,Alamar blue,BEAS-2B,Human,Lung,24 h,10,79.649
,article,24790438,Carbon,MWCNT,Showa Denko,15,,,,,,Alamar blue,BEAS-2B,Human,Lung,24 h,50,32.36
,article,24790438,Carbon,MWCNT,Showa Denko,15,,,,,,Alamar blue,BEAS-2B,Human,Lung,24 h,0,99.82
,article,24790438,Carbon,MWCNT,Showa Denko,15,,,,,,Alamar blue,BEAS-2B,Human,Lung,24 h,1,92.27
,article,24790438,Carbon,MWCNT,Showa Denko,15,,,,,,Alamar blue,BEAS-2B,Human,Lung,24 h,10,78.162
,article,24790438,Carbon,MWCNT,Showa Denko,15,,,,,,Alamar blue,BEAS-2B,Human,Lung,24 h,50,60.486
,article,24790438,Carbon,MWCNT,Showa Denko,15,,,,,,Alamar Blue,BEAS-2B,Human,Lung,24 h,0,99.82
,article,24790438,Carbon,MWCNT,Showa Denko,15,,,,,,Alamar Blue,BEAS-2B,Human,Lung,24 h,1,96.703
,article,24790438,Carbon,MWCNT,Showa Denko,15,,,,,,Alamar Blue,BEAS-2B,Human,Lung,24 h,10,68.793
,article,24790438,Carbon,MWCNT,Showa Denko,15,,,,,,Alamar Blue,BEAS-2B,Human,Lung,24 h,50,13.405
,article,24790438,Carbon,MWCNT,Showa Denko,15,,,,,,Alamar blue,BEAS-2B,Human,Lung,24 h,0,99.979
,article,24790438,Carbon,MWCNT,Showa Denko,15,,,,,,Alamar blue,BEAS-2B,Human,Lung,24 h,1,90.162
,article,24790438,Carbon,MWCNT,Showa Denko,15,,,,,,Alamar blue,BEAS-2B,Human,Lung,24 h,10,25.83
,article,24790438,Carbon,MWCNT,Showa Denko,15,,,,,,Alamar blue,BEAS-2B,Human,Lung,24 h,50,0.686
,article,24790438,Carbon,MWCNT,Showa Denko,15,,,,,,Alamar Blue,BEAS-2B,Human,Lung,24 h,0,99.979
,article,24790438,Carbon,MWCNT,Showa Denko,15,,,,,,Alamar Blue,BEAS-2B,Human,Lung,24 h,1,90.253
,article,24790438,Carbon,MWCNT,Showa Denko,15,,,,,,Alamar Blue,BEAS-2B,Human,Lung,24 h,10,75.948
,article,24790438,Carbon,MWCNT,Showa Denko,15,,,,,,Alamar Blue,BEAS-2B,Human,Lung,24 h,50,24.937
,article,24790438,Carbon,MWCNT,Showa Denko,15,,,,,,Alamar Blue,BEAS-2B,Human,Lung,24 h,0,99.979
,article,24790438,Carbon,MWCNT,Showa Denko,15,,,,,,Alamar Blue,BEAS-2B,Human,Lung,24 h,1,64.941
,article,24790438,Carbon,MWCNT,Showa Denko,15,,,,,,Alamar Blue,BEAS-2B,Human,Lung,24 h,10,40.343
,article,24790438,Carbon,MWCNT,Showa Denko,15,,,,,,Alamar Blue,BEAS-2B,Human,Lung,24 h,50,20.686
,article,25179117,Oxide,CuO,Sigma Aldrich,,,,31,,,Tox tracker,mESC,Mouse,Embryo,24 h,0,1
,article,25179117,Oxide,CuO,Sigma Aldrich,,,,31,,,Tox tracker,mESC,Mouse,Embryo,24 h,85,0.9763
,article,25179117,Oxide,CuO,Sigma Aldrich,,,,31,,,Tox tracker,mESC,Mouse,Embryo,24 h,10,0.8054
,article,25179117,Oxide,CuO,Sigma Aldrich,,,,31,,,Tox tracker,mESC,Mouse,Embryo,24 h,20,0.5858
,article,25179117,Oxide,CuO,Sigma Aldrich,,,,31,,,Tox tracker,mESC,Mouse,Embryo,24 h,50,0.3861
,article,25179117,Oxide,CuO,Sigma Aldrich,,,,31,,,Tox tracker,mESC,Mouse,Embryo,24 h,100,0.2278
,article,25179117,Oxide,CuO,Sigma Aldrich,,,,31,,,Tox tracker,mESC,Mouse,Embryo,24 h,0,1
,article,25179117,Oxide,CuO,Sigma Aldrich,,,,31,,,Tox tracker,mESC,Mouse,Embryo,24 h,0.6,0.8738
,article,25179117,Oxide,CuO,Sigma Aldrich,,,,31,,,Tox tracker,mESC,Mouse,Embryo,24 h,3,0.9101
,article,25179117,Oxide,CuO,Sigma Aldrich,,,,31,,,Tox tracker,mESC,Mouse,Embryo,24 h,6,0.9221
,article,25179117,Oxide,CuO,Sigma Aldrich,,,,31,,,Tox tracker,mESC,Mouse,Embryo,24 h,9,0.8698
,article,25179117,Oxide,CuO,Sigma Aldrich,,,,31,,,Tox tracker,mESC,Mouse,Embryo,24 h,12,0.8094
,article,25179117,Oxide,CuO,Sigma Aldrich,,,,31,,,Tox tracker,mESC,Mouse,Embryo,24 h,18,0.1128
,article,25179117,Oxide,CuO,Sigma Aldrich,,,,31,,,Tox tracker,mESC,Mouse,Embryo,24 h,30,0
,article,25179117,Oxide,CuO,Sigma Aldrich,,,,31,,,Tox Tracker,mESC,Mouse,Embryo,24 h,0,1
,article,25179117,Oxide,CuO,Sigma Aldrich,,,,31,,,Tox Tracker,mESC,Mouse,Embryo,24 h,1,1.0042
,article,25179117,Oxide,CuO,Sigma Aldrich,,,,31,,,Tox Tracker,mESC,Mouse,Embryo,24 h,5,0.875
,article,25179117,Oxide,CuO,Sigma Aldrich,,,,31,,,Tox Tracker,mESC,Mouse,Embryo,24 h,10,0.6875
,article,25179117,Oxide,CuO,Sigma Aldrich,,,,31,,,Tox Tracker,mESC,Mouse,Embryo,24 h,15,0.6
,article,25179117,Oxide,CuO,Sigma Aldrich,,,,31,,,Tox Tracker,mESC,Mouse,Embryo,24 h,20,0.4875
,article,23782671,Metal,Ag,NanoComposix,20,,,,,,Calcein-AM/EthD-1,Rat cortical cells (neurite overlap),Rat,Cortex,48 h,0,98.1
,article,23782671,Metal,Ag,NanoComposix,20,,,,,,Calcein-AM/EthD-1,Rat cortical cells (neurite overlap),Rat,Cortex,48 h,1,96.6
,article,23782671,Metal,Ag,NanoComposix,20,,,,,,Calcein-AM/EthD-1,Rat cortical cells (neurite overlap),Rat,Cortex,48 h,5,58.7
,article,23782671,Metal,Ag,NanoComposix,20,,,,,,Calcein-AM/EthD-1,Rat cortical cells (neurite overlap),Rat,Cortex,48 h,10,40.9
,article,23782671,Metal,Ag,NanoComposix,20,,,,,,Calcein-AM/EthD-1,Rat cortical cells (neurite extension),Rat,Cortex,48 h,0,94.3
,article,23782671,Metal,Ag,NanoComposix,20,,,,,,Calcein-AM/EthD-1,Rat cortical cells (neurite extension),Rat,Cortex,48 h,1,86.1
,article,23782671,Metal,Ag,NanoComposix,20,,,,,,Calcein-AM/EthD-1,Rat cortical cells (neurite extension),Rat,Cortex,48 h,5,77
,article,23782671,Metal,Ag,NanoComposix,20,,,,,,Calcein-AM/EthD-1,Rat cortical cells (neurite extension),Rat,Cortex,48 h,10,72.2
,article,23782671,Metal,Ag,NanoComposix,20,,,,,,Calcein-AM/EthD-1,Rat cortical cells (neurite extension),Rat,Cortex,48 h,50,42.1
,article,23782671,Metal,Ag,NanoComposix,20,,,,,,Calcein-AM/EthD-1,Rat cortical cells (neurite initiation),Rat,Cortex,72 h,0,96.2
,article,23782671,Metal,Ag,NanoComposix,20,,,,,,Calcein-AM/EthD-1,Rat cortical cells (neurite initiation),Rat,Cortex,72 h,1,79.8
,article,23782671,Metal,Ag,NanoComposix,20,,,,,,Calcein-AM/EthD-1,Rat cortical cells (neurite initiation),Rat,Cortex,72 h,5,28.8
,article,23782671,Metal,Ag,NanoComposix,20,,,,,,Calcein-AM/EthD-1,Rat cortical cells (neurite initiation),Rat,Cortex,72 h,10,32.7
,article,23782671,Metal,Ag,NanoComposix,20,,,,,,Calcein-AM/EthD-1,Rat cortical cells (neurite initiation),Rat,Cortex,72 h,50,3.4
,article,23872425,Metal,Ag,NanoComposix,10,69.99,,-1.72,,,GSH Glo™ Glutathione,HepG2,Human,Liver,24 h,0.004,93.7
,article,23872425,Metal,Ag,NanoComposix,10,69.99,,-1.72,,,GSH Glo™ Glutathione,HepG2,Human,Liver,24 h,0.013,92.9
,article,23872425,Metal,Ag,NanoComposix,10,69.99,,-1.72,,,GSH Glo™ Glutathione,HepG2,Human,Liver,24 h,0.045,79.3
,article,23872425,Metal,Ag,NanoComposix,10,69.99,,-1.72,,,GSH Glo™ Glutathione,HepG2,Human,Liver,24 h,0.137,79
,article,23872425,Metal,Ag,NanoComposix,10,69.99,,-1.72,,,GSH Glo™ Glutathione,HepG2,Human,Liver,24 h,0.461,72.7
,article,23872425,Metal,Ag,NanoComposix,10,69.99,,-1.72,,,GSH Glo™ Glutathione,HepG2,Human,Liver,24 h,1.364,68.8
,article,23872425,Metal,Ag,NanoComposix,10,69.99,,-1.72,,,GSH Glo™ Glutathione,HepG2,Human,Liver,24 h,4.57,63.7
,article,23872425,Metal,Ag,NanoComposix,10,69.99,,-1.72,,,GSH Glo™ Glutathione,HepG2,Human,Liver,24 h,0.005,99.3
,article,23872425,Metal,Ag,NanoComposix,10,69.99,,-1.72,,,GSH Glo™ Glutathione,HepG2,Human,Liver,24 h,0.013,93.4
,article,23872425,Metal,Ag,NanoComposix,10,69.99,,-1.72,,,GSH Glo™ Glutathione,HepG2,Human,Liver,24 h,0.046,79
,article,23872425,Metal,Ag,NanoComposix,10,69.99,,-1.72,,,GSH Glo™ Glutathione,HepG2,Human,Liver,24 h,0.137,80
,article,23872425,Metal,Ag,NanoComposix,10,69.99,,-1.72,,,GSH Glo™ Glutathione,HepG2,Human,Liver,24 h,0.461,72.4
,article,23872425,Metal,Ag,NanoComposix,10,69.99,,-1.72,,,GSH Glo™ Glutathione,HepG2,Human,Liver,24 h,1.385,68.8
,article,23872425,Metal,Ag,NanoComposix,10,69.99,,-1.72,,,GSH Glo™ Glutathione,HepG2,Human,Liver,24 h,4.714,63.9
,article,23872425,Metal,Ag,NanoComposix,10,69.99,,-1.72,,,GSH Glo™ Glutathione,HepG2,Human,Liver,24 h,0.004,86.6
,article,23872425,Metal,Ag,NanoComposix,10,69.99,,-1.72,,,GSH Glo™ Glutathione,HepG2,Human,Liver,24 h,0.011,100.2
,article,23872425,Metal,Ag,NanoComposix,10,69.99,,-1.72,,,GSH Glo™ Glutathione,HepG2,Human,Liver,24 h,0.038,86.3
,article,23872425,Metal,Ag,NanoComposix,10,69.99,,-1.72,,,GSH Glo™ Glutathione,HepG2,Human,Liver,24 h,0.109,92.9
,article,23872425,Metal,Ag,NanoComposix,10,69.99,,-1.72,,,GSH Glo™ Glutathione,HepG2,Human,Liver,24 h,0.371,91.7
,article,23872425,Metal,Ag,NanoComposix,10,69.99,,-1.72,,,GSH Glo™ Glutathione,HepG2,Human,Liver,24 h,1.132,27.8
,article,23872425,Metal,Ag,NanoComposix,10,69.99,,-1.72,,,GSH Glo™ Glutathione,HepG2,Human,Liver,24 h,3.794,17.8
,article,23872425,Metal,Ag,NanoComposix,10,69.99,,-1.72,,,GSH Glo™ Glutathione,HepG2,Human,Liver,24 h,11.408,17.3
,article,23872425,Metal,Ag,NanoComposix,10,69.99,,-1.72,,,GSH Glo™ Glutathione,HepG2,Human,Liver,24 h,0.004,101.2
,article,23872425,Metal,Ag,NanoComposix,10,69.99,,-1.72,,,GSH Glo™ Glutathione,HepG2,Human,Liver,24 h,0.012,108.5
,article,23872425,Metal,Ag,NanoComposix,10,69.99,,-1.72,,,GSH Glo™ Glutathione,HepG2,Human,Liver,24 h,0.041,107.6
,article,23872425,Metal,Ag,NanoComposix,10,69.99,,-1.72,,,GSH Glo™ Glutathione,HepG2,Human,Liver,24 h,0.121,93.2
,article,23872425,Metal,Ag,NanoComposix,10,69.99,,-1.72,,,GSH Glo™ Glutathione,HepG2,Human,Liver,24 h,0.407,88
,article,23872425,Metal,Ag,NanoComposix,10,69.99,,-1.72,,,GSH Glo™ Glutathione,HepG2,Human,Liver,24 h,1.205,107.3
,article,23872425,Metal,Ag,NanoComposix,10,69.99,,-1.72,,,GSH Glo™ Glutathione,HepG2,Human,Liver,24 h,4.037,48.3
,article,23872425,Metal,Ag,NanoComposix,10,69.99,,-1.72,,,GSH Glo™ Glutathione,HepG2,Human,Liver,24 h,13.116,20.7
,article,21480625,Metal,Ag,NanoComposix,31,93,,,,,WST,Caco-2,Human,Colon,48 h,5,81.2
,article,21480625,Metal,Ag,NanoComposix,31,93,,,,,WST,Caco-2,Human,Colon,48 h,10,92.2
,article,21480625,Metal,Ag,NanoComposix,31,93,,,,,WST,Caco-2,Human,Colon,48 h,17.5,108.2
,article,21480625,Metal,Ag,NanoComposix,31,93,,,,,WST,Caco-2,Human,Colon,48 h,25,98.8
,article,21480625,Metal,Ag,NanoComposix,31,93,,,,,WST,Caco-2,Human,Colon,48 h,37.5,99.1
,article,21480625,Metal,Ag,NanoComposix,31,93,,,,,WST,Caco-2,Human,Colon,48 h,50,87.2
,article,21480625,Metal,Ag,NanoComposix,31,93,,,,,WST,Caco-2,Human,Colon,24 h,5,100.2
,article,21480625,Metal,Ag,NanoComposix,31,93,,,,,WST,Caco-2,Human,Colon,24 h,10,99.6
,article,21480625,Metal,Ag,NanoComposix,31,93,,,,,WST,Caco-2,Human,Colon,24 h,17.5,92.5
,article,21480625,Metal,Ag,NanoComposix,31,93,,,,,WST,Caco-2,Human,Colon,24 h,25,97.2
,article,21480625,Metal,Ag,NanoComposix,31,93,,,,,WST,Caco-2,Human,Colon,24 h,37.5,100.7
,article,21480625,Metal,Ag,NanoComposix,31,93,,,,,WST,Caco-2,Human,Colon,24 h,50,88.1
,article,21480625,Metal,Ag,NanoComposix,31,93,,,,,WST,Caco-2,Human,Colon,24 h,5,96.3
,article,21480625,Metal,Ag,NanoComposix,31,93,,,,,WST,Caco-2,Human,Colon,24 h,10,105.4
,article,21480625,Metal,Ag,NanoComposix,31,93,,,,,WST,Caco-2,Human,Colon,24 h,17.5,90.6
,article,21480625,Metal,Ag,NanoComposix,31,93,,,,,WST,Caco-2,Human,Colon,24 h,25,90.8
,article,21480625,Metal,Ag,NanoComposix,31,93,,,,,WST,Caco-2,Human,Colon,24 h,37.5,85.3
,article,21480625,Metal,Ag,NanoComposix,31,93,,,,,WST,Caco-2,Human,Colon,24 h,50,93.6
,article,20713472,Metal,Ag,NanoComposix,28.3,106,,-44.2,,,XTT,rBMECs,Rat,Brain,24 h,6.25,96.6
,article,20713472,Metal,Ag,NanoComposix,28.3,106,,-44.2,,,XTT,rBMECs,Rat,Brain,24 h,12.5,83
,article,20713472,Metal,Ag,NanoComposix,28.3,106,,-44.2,,,XTT,rBMECs,Rat,Brain,24 h,25,105.5
,article,20713472,Metal,Ag,NanoComposix,28.3,106,,-44.2,,,XTT,rBMECs,Rat,Brain,24 h,50,63.2
,article,20713472,Metal,Ag,NanoComposix,28.3,106,,-44.2,,,XTT,rBMECs,Rat,Brain,24 h,6.25,75.7
,article,20713472,Metal,Ag,NanoComposix,28.3,106,,-44.2,,,XTT,rBMECs,Rat,Brain,24 h,12.5,79.4
,article,20713472,Metal,Ag,NanoComposix,28.3,106,,-44.2,,,XTT,rBMECs,Rat,Brain,24 h,25,71.3
,article,20713472,Metal,Ag,NanoComposix,28.3,106,,-44.2,,,XTT,rBMECs,Rat,Brain,24 h,50,57.3
,article,20713472,Metal,Ag,NanoComposix,28.3,106,,-44.2,,,XTT,rBMECs,Rat,Brain,24 h,6.25,89.5
,article,20713472,Metal,Ag,NanoComposix,28.3,106,,-44.2,,,XTT,rBMECs,Rat,Brain,24 h,12.5,82.5
,article,20713472,Metal,Ag,NanoComposix,28.3,106,,-44.2,,,XTT,rBMECs,Rat,Brain,24 h,25,65.6
,article,20713472,Metal,Ag,NanoComposix,28.3,106,,-44.2,,,XTT,rBMECs,Rat,Brain,24 h,50,60.4
,article,25343289,Carbon,MWCNT,Cheap Tubes Inc.,,,,,,,Trypan blue,BEAS-2B,Human,Lung,24 h,25,95.874
,article,25343289,Carbon,MWCNT,Cheap Tubes Inc.,,,,,,,Trypan blue,BEAS-2B,Human,Lung,24 h,50,90.571
,article,25343289,Carbon,MWCNT,Cheap Tubes Inc.,,,,,,,Trypan blue,BEAS-2B,Human,Lung,24 h,100,86.977
,article,25343289,Carbon,MWCNT,Cheap Tubes Inc.,,,,,,,Trypan blue,BEAS-2B,Human,Lung,24 h,150,83.394
,article,25343289,Carbon,MWCNT,Cheap Tubes Inc.,,,,,,,Trypan blue,BEAS-2B,Human,Lung,24 h,200,77.205
,article,25343289,Carbon,MWCNT,Cheap Tubes Inc.,,,,,,,Trypan blue,BEAS-2B,Human,Lung,24 h,25,90.882
,article,25343289,Carbon,MWCNT,Cheap Tubes Inc.,,,,,,,Trypan blue,BEAS-2B,Human,Lung,24 h,50,88.93
,article,25343289,Carbon,MWCNT,Cheap Tubes Inc.,,,,,,,Trypan blue,BEAS-2B,Human,Lung,24 h,100,82.562
,article,25343289,Carbon,MWCNT,Cheap Tubes Inc.,,,,,,,Trypan blue,BEAS-2B,Human,Lung,24 h,150,79.723
,article,25343289,Carbon,MWCNT,Cheap Tubes Inc.,,,,,,,Trypan blue,BEAS-2B,Human,Lung,24 h,200,64.193
,article,25343289,Carbon,MWCNT,Cheap Tubes Inc.,,,,,,,Trypan blue,BEAS-2B,Human,Lung,24 h,25,98.003
,article,25343289,Carbon,MWCNT,Cheap Tubes Inc.,,,,,,,Trypan blue,BEAS-2B,Human,Lung,24 h,50,95.008
,article,25343289,Carbon,MWCNT,Cheap Tubes Inc.,,,,,,,Trypan blue,BEAS-2B,Human,Lung,24 h,100,91.481
,article,25343289,Carbon,MWCNT,Cheap Tubes Inc.,,,,,,,Trypan blue,BEAS-2B,Human,Lung,24 h,150,86.223
,article,25343289,Carbon,MWCNT,Cheap Tubes Inc.,,,,,,,Trypan blue,BEAS-2B,Human,Lung,24 h,200,83.805
,article,25343289,Carbon,MWCNT,Cheap Tubes Inc.,,,,,,,Trypan blue,BEAS-2B,Human,Lung,24 h,25,94.875
,article,25343289,Carbon,MWCNT,Cheap Tubes Inc.,,,,,,,Trypan blue,BEAS-2B,Human,Lung,24 h,50,92.679
,article,25343289,Carbon,MWCNT,Cheap Tubes Inc.,,,,,,,Trypan blue,BEAS-2B,Human,Lung,24 h,100,90.349
,article,25343289,Carbon,MWCNT,Cheap Tubes Inc.,,,,,,,Trypan blue,BEAS-2B,Human,Lung,24 h,150,88.153
,article,25343289,Carbon,MWCNT,Cheap Tubes Inc.,,,,,,,Trypan blue,BEAS-2B,Human,Lung,24 h,200,83.028
,article,25343289,Carbon,MWCNT,Cheap Tubes Inc.,,,,,,,WST,BEAS-2B,Human,Lung,24 h,0,99.799
,article,25343289,Carbon,MWCNT,Cheap Tubes Inc.,,,,,,,WST,BEAS-2B,Human,Lung,24 h,5,93.273
,article,25343289,Carbon,MWCNT,Cheap Tubes Inc.,,,,,,,WST,BEAS-2B,Human,Lung,24 h,10,85.442
,article,25343289,Carbon,MWCNT,Cheap Tubes Inc.,,,,,,,WST,BEAS-2B,Human,Lung,24 h,25,70.281
,article,25343289,Carbon,MWCNT,Cheap Tubes Inc.,,,,,,,WST,BEAS-2B,Human,Lung,24 h,50,59.839
,article,25343289,Carbon,MWCNT,Cheap Tubes Inc.,,,,,,,WST,BEAS-2B,Human,Lung,24 h,75,39.659
,article,25343289,Carbon,MWCNT,Cheap Tubes Inc.,,,,,,,WST,BEAS-2B,Human,Lung,24 h,100,33.936
,article,25343289,Carbon,MWCNT,Cheap Tubes Inc.,,,,,,,WST,BEAS-2B,Human,Lung,24 h,125,26.807
,article,25343289,Carbon,MWCNT,Cheap Tubes Inc.,,,,,,,WST,BEAS-2B,Human,Lung,24 h,150,24.297
,article,25343289,Carbon,MWCNT,Cheap Tubes Inc.,,,,,,,WST,BEAS-2B,Human,Lung,24 h,200,15.462
,article,25343289,Carbon,MWCNT,Cheap Tubes Inc.,,,,,,,WST,BEAS-2B,Human,Lung,24 h,0,99.799
,article,25343289,Carbon,MWCNT,Cheap Tubes Inc.,,,,,,,WST,BEAS-2B,Human,Lung,24 h,5,79.618
,article,25343289,Carbon,MWCNT,Cheap Tubes Inc.,,,,,,,WST,BEAS-2B,Human,Lung,24 h,10,68.574
,article,25343289,Carbon,MWCNT,Cheap Tubes Inc.,,,,,,,WST,BEAS-2B,Human,Lung,24 h,25,53.882
,article,25343289,Carbon,MWCNT,Cheap Tubes Inc.,,,,,,,WST,BEAS-2B,Human,Lung,24 h,50,35.542
,article,25343289,Carbon,MWCNT,Cheap Tubes Inc.,,,,,,,WST,BEAS-2B,Human,Lung,24 h,75,27.912
,article,25343289,Carbon,MWCNT,Cheap Tubes Inc.,,,,,,,WST,BEAS-2B,Human,Lung,24 h,100,9.639
,article,25343289,Carbon,MWCNT,Cheap Tubes Inc.,,,,,,,WST,BEAS-2B,Human,Lung,24 h,125,8.635
,article,25343289,Carbon,MWCNT,Cheap Tubes Inc.,,,,,,,WST,BEAS-2B,Human,Lung,24 h,150,7.831
,article,25343289,Carbon,MWCNT,Cheap Tubes Inc.,,,,,,,WST,BEAS-2B,Human,Lung,24 h,200,6.426
,article,25343289,Carbon,MWCNT,Cheap Tubes Inc.,,,,,,,WST,BEAS-2B,Human,Lung,24 h,0,99.799
,article,25343289,Carbon,MWCNT,Cheap Tubes Inc.,,,,,,,WST,BEAS-2B,Human,Lung,24 h,5,87.349
,article,25343289,Carbon,MWCNT,Cheap Tubes Inc.,,,,,,,WST,BEAS-2B,Human,Lung,24 h,10,76.406
,article,25343289,Carbon,MWCNT,Cheap Tubes Inc.,,,,,,,WST,BEAS-2B,Human,Lung,24 h,25,56.493
,article,25343289,Carbon,MWCNT,Cheap Tubes Inc.,,,,,,,WST,BEAS-2B,Human,Lung,24 h,50,43.373
,article,25343289,Carbon,MWCNT,Cheap Tubes Inc.,,,,,,,WST,BEAS-2B,Human,Lung,24 h,75,39.357
,article,25343289,Carbon,MWCNT,Cheap Tubes Inc.,,,,,,,WST,BEAS-2B,Human,Lung,24 h,100,36.145
,article,25343289,Carbon,MWCNT,Cheap Tubes Inc.,,,,,,,WST,BEAS-2B,Human,Lung,24 h,125,26.807
,article,25343289,Carbon,MWCNT,Cheap Tubes Inc.,,,,,,,WST,BEAS-2B,Human,Lung,24 h,150,18.072
,article,25343289,Carbon,MWCNT,Cheap Tubes Inc.,,,,,,,WST,BEAS-2B,Human,Lung,24 h,200,13.32
,article,25343289,Carbon,MWCNT,Cheap Tubes Inc.,,,,,,,WST,BEAS-2B,Human,Lung,24 h,0,99.799
,article,25343289,Carbon,MWCNT,Cheap Tubes Inc.,,,,,,,WST,BEAS-2B,Human,Lung,24 h,5,98.327
,article,25343289,Carbon,MWCNT,Cheap Tubes Inc.,,,,,,,WST,BEAS-2B,Human,Lung,24 h,10,92.972
,article,25343289,Carbon,MWCNT,Cheap Tubes Inc.,,,,,,,WST,BEAS-2B,Human,Lung,24 h,25,75.703
,article,25343289,Carbon,MWCNT,Cheap Tubes Inc.,,,,,,,WST,BEAS-2B,Human,Lung,24 h,50,59.639
,article,25343289,Carbon,MWCNT,Cheap Tubes Inc.,,,,,,,WST,BEAS-2B,Human,Lung,24 h,75,45.181
,article,25343289,Carbon,MWCNT,Cheap Tubes Inc.,,,,,,,WST,BEAS-2B,Human,Lung,24 h,100,39.558
,article,25343289,Carbon,MWCNT,Cheap Tubes Inc.,,,,,,,WST,BEAS-2B,Human,Lung,24 h,125,30.12
,article,25343289,Carbon,MWCNT,Cheap Tubes Inc.,,,,,,,WST,BEAS-2B,Human,Lung,24 h,150,22.49
,article,25343289,Carbon,MWCNT,Cheap Tubes Inc.,,,,,,,WST,BEAS-2B,Human,Lung,24 h,200,16.667
,article,25499066,Carbon,MWCNT,Self-synthesized,,,,,,,FACS,A549,Human,Lung,1 h,12.5,90.045
,article,25499066,Carbon,MWCNT,Self-synthesized,,,,,,,FACS,A549,Human,Lung,1 h,25,85.106
,article,25499066,Carbon,MWCNT,Self-synthesized,,,,,,,FACS,A549,Human,Lung,1 h,50,73.142
,article,25499066,Carbon,MWCNT,Self-synthesized,,,,,,,FACS,A549,Human,Lung,1 h,100,49.819
,article,25499066,Carbon,MWCNT,Self-synthesized,,,,,,,FACS,A549,Human,Lung,1 h,12.5,90.045
,article,25499066,Carbon,MWCNT,Self-synthesized,,,,,,,FACS,A549,Human,Lung,1 h,25,80.03
,article,25499066,Carbon,MWCNT,Self-synthesized,,,,,,,FACS,A549,Human,Lung,1 h,50,64.683
,article,25499066,Carbon,MWCNT,Self-synthesized,,,,,,,FACS,A549,Human,Lung,1 h,100,39.789
,article,22241734,Metal,Au,Sigma Aldrich,,89.39,,-23.39,,,MTT,NIH/3T3,Mouse,Embryo,24 h,0,99.21
,article,22241734,Metal,Au,Sigma Aldrich,,89.39,,-23.39,,,MTT,NIH/3T3,Mouse,Embryo,24 h,2.5,98.41
,article,22241734,Metal,Au,Sigma Aldrich,,89.39,,-23.39,,,MTT,NIH/3T3,Mouse,Embryo,24 h,5,102.39
